airfoil,thickness,thickness_loc,camber,camber_loc,le_radius,te_angle,avg_LD,peak_LD,peak_AoA
n2h15.dat,0.148525,0.448448,0.045078,0.416416,0.024513,,34.1293,60.6264,7.0
n64110.dat,0.10003,0.379379,0.00552,0.502503,0.02397,,30.6533,60.5198,3.0
s9026.dat,0.095025,0.264264,0.0,0.0,0.028158,8.6369,45.877,60.2507,6.0
ht22.dat,0.050798,0.195195,0.010749,0.224224,0.020855,3.8555,48.5657,60.2397,5.0
m2.dat,0.081186,0.344344,0.0,0.0,0.017272,,34.8036,60.1041,7.0
b707a.dat,0.11436,0.247247,0.002269,0.064064,0.031992,13.329,36.0549,59.917,8.0
ah93w300.dat,0.300007,0.289289,0.011439,0.702703,0.10575,18.5773,49.3779,59.9145,6.0
sc20518.dat,0.179815,0.366366,0.01475,0.81982,0.051166,4.3516,54.9414,59.9138,2.0
e904.dat,0.089992,0.452452,0.013407,0.497497,0.018978,15.2921,25.6191,59.8633,3.0
rae100.dat,0.1,0.269269,0.0,0.0,0.025207,9.78,44.8602,59.8494,5.0
j5012.dat,0.12006,0.333333,1e-06,0.832833,0.02996,17.3378,42.8886,59.6567,7.0
n13.dat,0.118531,0.333333,0.001203,0.962963,0.022264,,45.7403,59.634,7.0
s9032.dat,0.090002,0.252252,0.0,0.0,0.027521,8.5409,44.5774,59.55,6.0
rc1264c.dat,0.120003,0.399399,0.01,0.348348,0.030124,,48.2243,59.4029,4.0
n63210.dat,0.10001,0.349349,0.011213,0.587588,0.02454,,44.0887,59.3519,2.0
naca0021.dat,0.21008,0.3003,0.0,0.0,0.054123,,38.9897,59.2462,10.0
lwk79100.dat,0.09999,0.288288,0.0,0.0,0.024612,7.5527,43.1218,59.1122,5.0
rae101.dat,0.099991,0.308308,0.0,0.0,0.021906,10.2203,39.8391,59.0325,4.0
eh0009.dat,0.090034,0.296296,0.0,0.767768,0.024427,8.303,38.6054,59.0059,4.0
fx79l120.dat,0.120731,0.33033,0.0,0.0,0.02734,10.285,42.3238,58.9946,6.0
goe775.dat,0.21,0.3003,0.0022,1.0,0.0542,,38.3291,58.9473,10.0
fx77080.dat,0.080513,0.268268,0.0,0.0,0.022793,10.5683,44.588,58.8732,5.0
s4096.dat,0.124635,0.35035,0.021789,0.375375,0.028536,5.4664,46.0388,58.8629,8.0
n0009sm.dat,0.090218,0.298298,0.0,0.0,0.023048,13.835,45.7733,58.8477,10.0
b540ols.dat,0.097103,0.222222,0.0,0.0,0.029987,7.4829,43.5772,58.8355,7.0
ht14.dat,0.074911,0.191191,0.00099,0.0,0.0259,5.5308,42.6922,58.8229,7.0
e836.dat,0.126561,0.408408,0.0,0.0,0.02569,11.6077,35.4074,58.7198,4.0
e521.dat,0.137782,0.355355,0.00066,0.0,0.029898,8.264,43.2634,58.5868,7.0
ui1720.dat,0.138257,0.183183,0.046464,0.223223,0.041345,10.568,50.8961,58.512,5.0
n66021.dat,0.210016,0.455455,0.0,0.0,0.030496,,27.1693,58.4585,6.0
raf27.dat,0.097747,0.321321,0.0,0.0,0.018398,,41.6334,58.3759,4.0
raf30.dat,0.126595,0.321321,0.0,0.0,0.023949,,42.3335,58.331,5.0
b707b.dat,0.122426,0.331331,0.007371,0.105105,0.032578,,34.3283,58.3074,9.0
e230.dat,0.099695,0.293293,0.003896,0.003003,0.025963,8.5311,30.6976,58.0647,8.0
oaf139.dat,0.136731,0.236236,0.000451,0.002002,0.040402,2.9974,31.9259,58.0491,9.0
nacam2.dat,0.080934,0.337337,0.0,0.0,0.017272,,39.5645,57.9432,5.0
naca66-018.dat,0.179974,0.455455,1e-06,0.830831,0.025622,12.9213,29.0646,57.9336,5.0
goe459.dat,0.127538,0.341341,0.0,0.0,0.025596,,42.3975,57.9069,7.0
m13.dat,0.062427,0.337337,0.039446,0.336336,0.01474,,24.7866,57.8453,2.0
b707c.dat,0.09788,0.341341,0.019042,0.155155,0.017393,,44.4732,57.8027,7.0
sc20404.dat,0.040112,0.375375,0.004729,0.806807,0.015853,1.1949,21.2099,57.7368,1.0
naca66209.dat,0.089994,0.457457,0.01103,0.500501,0.021309,,44.7122,57.7131,3.0
n63012a.dat,0.119955,0.36036,0.0,0.0,0.019893,,38.7986,57.5559,4.0
c5a.dat,0.131233,0.405405,0.007383,0.834835,0.027715,,46.5692,57.5478,3.0
sc20414.dat,0.140006,0.363363,0.015154,0.834835,0.037062,3.6094,51.2287,57.5098,7.0
goe491.dat,0.048993,0.251251,0.029451,0.297297,0.014649,,20.9301,57.4527,1.0
goe429.dat,0.114563,0.26026,0.001981,0.088088,0.024945,,40.9394,57.1383,5.0
s9027.dat,0.080037,0.238238,0.0,0.0,0.026057,7.7873,42.9773,57.024,6.0
oa206.dat,0.06009,0.305305,0.008451,0.19019,0.020293,1.493,41.1331,56.9539,4.0
e862.dat,0.323776,0.289289,0.0,0.0,0.092653,25.5384,33.8816,56.7451,10.0
sc20412.dat,0.120014,0.374374,0.013456,0.846847,0.031196,3.0161,50.1446,56.582,7.0
n64012.dat,0.120004,0.377377,0.0,0.0,0.019553,,36.9872,56.4385,4.0
fx79l100.dat,0.100697,0.33033,0.0,0.0,0.023405,8.8726,40.6782,56.3307,5.0
n64012a.dat,0.12001,0.385385,0.0,0.0,0.019374,,36.9909,56.3068,4.0
amsoil2.dat,0.117663,0.4004,0.009711,0.494494,0.029989,10.911,47.7651,56.2769,7.0
rae104.dat,0.1,0.419419,0.0,0.0,0.019937,13.5833,32.8826,56.2049,7.0
e297.dat,0.113886,0.376376,0.00049,0.0,0.025304,7.5679,37.0682,56.1283,4.0
s9033.dat,0.075003,0.22022,0.0,0.0,0.02542,6.6212,41.6993,56.0732,6.0
bqm34.dat,0.099004,0.32032,0.0,0.0,0.026681,10.7906,41.8504,56.0376,5.0
naca2424.dat,0.240121,0.299299,0.02003,0.419419,0.072418,,37.7406,55.8842,9.0
naca23021.dat,0.210101,0.299299,0.018681,0.118118,0.05532,,41.6506,55.7259,7.0
n14.dat,0.11518,0.342342,0.000549,0.227227,0.023406,,41.4217,55.4983,7.0
us1000root.dat,0.185674,0.273273,0.001306,0.0,0.036311,23.98,34.0983,55.2773,7.0
m3.dat,0.11943,0.333333,0.0,0.0,0.024337,,40.403,54.8327,6.0
nacam3.dat,0.11943,0.333333,0.0,0.0,0.024337,,40.403,54.8327,6.0
naca671215.dat,0.150009,0.486486,0.01103,0.500501,0.030294,,32.271,54.8315,5.0
naca0010.dat,0.10004,0.3003,0.0,0.0,0.020951,,42.3563,54.7828,4.0
n64108.dat,0.08,0.382382,0.00552,0.501502,0.021237,,40.9798,54.629,3.0
coanda2.dat,0.060331,0.257257,0.043017,0.29029,0.015555,,26.4179,54.5864,3.0
s8021.dat,0.076009,0.268268,0.0,0.0,0.022295,7.4368,40.0384,54.5477,5.0
coanda1.dat,0.056527,0.33033,0.041962,0.341341,0.014866,,35.0527,54.3934,3.0
hq010.dat,0.100021,0.345345,0.0,0.0,0.022559,7.3299,40.9936,54.1398,5.0
goe464.dat,0.077765,0.069069,0.099799,0.346346,0.045059,,26.9979,53.9841,1.0
ht13.dat,0.065011,0.188188,0.039291,0.001001,0.023855,4.7417,37.7659,53.977,6.0
rcsc2.dat,0.099807,0.379379,0.005955,0.634635,0.02735,18.1705,43.0321,53.9275,5.0
ames02.dat,0.077379,0.31031,0.005518,0.630631,0.024075,4.8446,40.5838,53.9153,6.0
a63a108c.dat,0.077378,0.31031,0.005519,0.628629,0.024076,4.7979,40.4268,53.9121,6.0
ultimate.dat,0.128517,0.333333,0.000533,0.0,0.025618,19.5697,34.4499,53.8875,9.0
goe460.dat,0.205491,0.323323,0.0,0.0,0.043233,,33.4724,53.7764,10.0
sc20410.dat,0.0997,0.38038,0.01175,0.84985,0.02602,2.5266,46.242,53.6973,6.0
goe571.dat,0.249528,0.3003,0.098768,0.321321,0.092534,,41.3139,53.6957,7.0
n12.dat,0.104659,0.311311,0.001713,0.166166,0.019876,,39.3787,53.5586,6.0
rae102.dat,0.100001,0.356356,0.0,0.0,0.021026,10.9105,38.0436,53.1249,4.0
sc20012.dat,0.12002,0.406406,0.0,0.0,0.030687,14.3628,39.1846,53.1107,8.0
s1012.dat,0.120263,0.386386,0.0,0.0,0.02994,9.7592,37.9637,53.0121,9.0
s1010.dat,0.06022,0.234234,0.0,0.0,0.021184,6.9609,32.7213,52.9767,5.0
v13006.dat,0.059783,0.302302,0.009106,0.198198,0.015217,7.7781,43.5531,52.6564,3.0
fx71l150.dat,0.150038,0.351351,0.0,0.0,0.032333,9.7688,38.1269,52.3666,5.0
fx711530.dat,0.150038,0.351351,0.0,0.0,0.032333,9.7688,38.1269,52.3666,5.0
ls013.dat,0.12866,0.392392,0.0,0.0,0.032796,7.621,39.8063,52.2134,8.0
hq09.dat,0.081138,0.345345,0.0,0.0,0.019557,5.9574,32.6871,52.1607,3.0
ht35.dat,0.075001,0.261261,0.0,0.147147,0.021549,7.4018,37.4382,51.8395,5.0
ea81006.dat,0.060322,0.339339,0.0,0.0,0.01,,29.734,51.6759,6.0
sc20010.dat,0.100017,0.406406,0.0,0.0,0.026089,11.9882,37.9857,51.2303,7.0
sc20406.dat,0.060207,0.353353,0.003504,0.785786,0.018594,2.1635,27.1942,51.1193,1.0
fx711525.dat,0.150048,0.346346,0.0,0.0,0.032275,9.5934,37.5147,50.7892,4.0
naca001264.dat,0.12,0.399399,0.0,0.0,0.02373,,37.4308,50.6048,7.0
fx711520.dat,0.150042,0.347347,0.0,0.0,0.032416,9.0461,36.9677,50.5975,4.0
naca0024.dat,0.24008,0.3003,0.0,0.0,0.067006,,34.4476,50.566,10.0
fx69pr281.dat,0.281358,0.216216,0.056145,0.499499,0.119328,16.787,45.8859,50.4287,5.0
raf89.dat,0.250065,0.308308,0.016558,0.551552,0.063259,,37.5573,50.4142,10.0
fx71120.dat,0.11986,0.248248,0.0,0.0,0.038815,15.0013,35.7303,50.4105,7.0
goe63.dat,0.082857,0.232232,0.067048,0.381381,0.04087,,24.6237,50.3939,1.0
ht34.dat,0.069738,0.25025,0.002591,0.001001,0.021043,6.6801,34.5412,50.3304,5.0
fx77w343.dat,0.344274,0.332332,0.047137,0.264264,0.092534,13.0772,39.5483,50.2361,8.0
naca001234.dat,0.12,0.399399,0.0,0.0,0.016543,,32.1615,50.0504,4.0
n0011sc.dat,0.109573,0.405405,0.0,0.0,0.029049,28.5508,37.3258,49.9734,7.0
naca0008.dat,0.08002,0.3003,0.0,0.0,0.017206,,37.3648,49.9344,6.0
naca001064.dat,0.1,0.399399,0.0,0.0,0.01979,,36.796,49.7853,6.0
nlr7301.dat,0.165212,0.358358,0.016718,0.770771,0.050412,7.0959,43.9897,49.5615,7.0
rae103.dat,0.100002,0.39039,0.0,0.0,0.02041,11.974,30.8168,49.5281,3.0
dsma523b.dat,0.10998,0.355355,0.020453,0.813814,0.031705,2.4865,43.9731,49.4843,6.0
m1.dat,0.061852,0.334334,0.0,0.0,0.014554,,26.0922,49.3719,6.0
e863.dat,0.357811,0.3003,0.0,0.0,0.104261,30.463,29.4706,49.3237,10.0
nplx.dat,0.106761,0.371371,0.008473,0.7998,0.02747,10.5985,41.8831,49.3215,2.0
fx72150b.dat,0.150296,0.359359,0.097286,0.478478,0.029589,4.9492,-77.7806,48.977,6.0
whitcomb.dat,0.109615,0.357357,0.0229,0.824825,0.030765,1.8817,41.497,48.8961,6.0
naca64a010.dat,0.100005,0.386386,0.0,0.0,0.02093,,31.1627,48.7945,3.0
goe776.dat,0.250002,0.298298,0.0026,1.0,0.071761,,31.9882,48.7086,8.0
bambino6.dat,0.120218,0.377377,0.06013,0.375375,0.026622,,31.1867,48.5157,6.0
marsden.dat,0.27875,0.316316,0.096087,0.352352,0.088457,9.9006,32.2028,48.5125,3.0
lwk80100.dat,0.100649,0.412412,1e-05,0.0,0.021793,10.5626,32.2991,48.2824,7.0
lwk80120k25.dat,0.120648,0.411411,0.0,0.0,0.025158,11.9976,36.6164,48.2114,4.0
naca001034.dat,0.1,0.399399,0.0,0.0,0.014552,,27.9286,48.1896,3.0
goe05k.dat,0.037034,0.478478,0.015396,0.532533,0.013223,,15.8117,48.044,1.0
goe445.dat,0.064275,0.371371,0.0,0.0,0.012421,,16.1692,47.9914,2.0
ea61012.dat,0.120553,0.33033,0.0,0.0,0.0212,,35.0889,47.6286,8.0
goe229.dat,0.194242,0.304304,0.059398,0.525526,0.028715,,39.4495,47.6084,3.0
raf30md.dat,0.076107,0.319319,0.0,0.0,0.015328,,35.3182,47.4624,3.0
ah85l120.dat,0.121101,0.436436,0.0,0.0,0.021318,11.3995,26.1377,47.3424,4.0
lwk80150k25.dat,0.150458,0.411411,0.0,0.0,0.031053,11.119,33.056,47.2912,4.0
th25816.dat,0.257525,0.462462,0.040044,0.533534,0.042339,27.5415,18.6355,46.997,3.0
hq07.dat,0.069995,0.345345,0.0,0.0,0.01799,5.1255,28.7787,46.874,3.0
lwk80080.dat,0.080653,0.414414,0.0,0.0,0.018859,9.2358,21.1942,46.7564,3.0
fx71089a.dat,0.089407,0.232232,0.0,0.0,0.029896,11.1052,34.4651,46.6744,6.0
goe409.dat,0.128338,0.351351,0.0,0.0,0.024291,,32.9058,46.4485,8.0
dga1182.dat,0.076087,0.292292,0.010381,0.219219,0.014466,,27.327,46.397,6.0
r140.dat,0.120035,0.405405,0.004674,0.424424,0.023328,17.0879,24.2503,46.2556,3.0
naca001066.dat,0.1,0.598599,0.0,0.0,0.019503,,32.5735,45.8264,10.0
du861372.dat,0.141165,0.326326,0.004208,0.023023,0.030217,,40.1586,45.6433,8.0
goe81.dat,0.07432,0.301301,0.063619,0.341341,0.03344,,15.7809,45.2131,0.0
naca23024.dat,0.24011,0.3003,0.025249,0.007007,0.069573,,29.1671,45.1126,9.0
naca63206.dat,0.060001,0.35035,0.011028,0.500501,0.018964,,11.8819,45.0053,3.0
goe79.dat,0.062117,0.171171,0.060208,0.336336,0.033731,,16.9451,44.7777,1.0
naca001065.dat,0.1,0.500501,0.0,0.0,0.019141,,34.3465,44.5508,7.0
ht12.dat,0.050215,0.181181,1.4e-05,0.004004,0.021025,3.5097,30.856,44.5452,4.0
k2.dat,0.102973,0.386386,0.024577,0.893894,0.029464,4.543,33.9124,44.3161,6.0
ht05.dat,0.048115,0.171171,1.2e-05,0.003003,0.021334,8.5142,31.504,44.0406,5.0
goe561.dat,0.249681,0.312312,0.102724,0.323323,0.10011,,33.3391,43.8324,7.0
dbln526.dat,0.2599,0.499499,0.039857,0.477477,0.042588,,37.792,43.7752,6.0
dh4009sm.dat,0.089531,0.431431,0.002003,0.089089,0.017648,15.5549,26.6525,43.4412,2.0
ht21.dat,0.05105,0.193193,0.000873,0.0,0.020884,3.4539,26.9945,43.3476,5.0
goe411.dat,0.132882,0.339339,0.0,0.0,0.01766,,26.5689,43.2986,4.0
naca16012.dat,0.12,0.499499,0.0,0.0,0.017669,,27.517,43.2741,3.0
ht08.dat,0.050007,0.206206,0.000734,0.0,0.018613,4.7842,24.1088,43.049,4.0
s1014.dat,0.165087,0.426426,0.0,0.0,0.035773,11.6724,31.2719,43.0268,4.0
sc20402.dat,0.019954,0.396396,0.0016,0.78979,0.013747,0.7695,11.8629,42.8788,0.0
s1016.dat,0.175044,0.396396,0.0,0.0,0.039555,12.7474,29.8061,41.2074,10.0
ea61009.dat,0.090219,0.318318,0.0,0.0,0.014248,,23.4686,41.1246,6.0
naca16018.dat,0.18,0.499499,0.0,0.0,0.026382,,25.5423,40.9742,4.0
n64008a.dat,0.080013,0.389389,0.0,0.0,0.014121,,24.4736,40.89,4.0
naca16015.dat,0.15,0.499499,0.0,0.0,0.021664,,29.6164,40.7588,3.0
rc0864c.dat,0.080001,0.4004,0.01,0.349349,0.022789,13.9162,22.8807,40.6641,3.0
ah81k144wfKlappe.dat,0.220342,0.174174,0.01067,0.565566,0.070774,14.472,-11.1107,39.9256,10.0
npl9510.dat,0.11087,0.335335,0.016298,0.785786,0.029584,6.5722,32.6827,39.9189,4.0
naca16021.dat,0.21,0.499499,0.0,0.0,0.03185,,22.9968,38.3982,5.0
naca16009.dat,0.09,0.500501,0.0,0.0,0.017983,22.3216,27.2151,38.3846,2.0
e864.dat,0.389007,0.309309,0.000527,0.11011,0.115726,35.2083,24.491,38.2183,10.0
n6h20.dat,0.199628,0.413413,0.061475,0.376376,0.033191,,15.4224,38.0939,10.0
s9104BTE.dat,0.121479,0.161161,0.146461,0.491491,0.054341,,19.6327,37.8107,2.0
fx72ls160.dat,0.160239,0.383383,0.082434,0.439439,0.033567,8.7103,-23.7231,36.5064,5.0
sc20503.dat,0.030102,0.386386,0.002104,0.795796,0.014644,1.3051,8.8289,36.1313,0.0
naca001035.dat,0.1,0.499499,0.0,0.0,0.013753,,18.0935,35.904,2.0
goe443.dat,0.050699,0.343343,0.0,0.0,0.011478,,20.4491,34.1381,2.0
kenmar.dat,0.279239,0.31031,0.077036,0.363363,0.088475,9.8982,24.5961,33.9199,6.0
e379.dat,0.022302,0.065065,0.080124,0.325325,0.04358,2.6171,-26.9353,33.8549,1.0
bacj.dat,0.100713,0.393393,0.017329,0.791792,0.024454,8.6059,10.1056,33.6017,8.0
naca16006.dat,0.06,0.499499,0.0,0.0,0.01176,,10.8573,33.4869,2.0
fx38153.dat,0.155421,0.433433,0.021388,0.806807,0.027375,12.4143,8.5547,33.2144,3.0
goe444.dat,0.056384,0.342342,0.0,0.0,0.011645,,14.3859,32.1427,2.0
goe09k.dat,0.024508,0.485485,0.009109,0.565566,0.013081,,10.6977,31.7081,1.0
mi-strut1.dat,0.329567,0.299299,0.0,0.0,0.116552,40.0105,19.3725,31.1001,9.0
hs1430.dat,0.299964,0.339339,0.028216,0.422422,0.108161,48.7478,26.9541,28.6187,8.0
r1145msf.dat,0.29483,0.202202,0.079545,0.263263,0.147514,,15.5837,27.1943,4.0
goe570.dat,0.338232,0.328328,0.096934,0.376376,0.077883,,19.5141,25.3325,6.0
e377m.dat,0.03786,0.06006,0.091327,0.318318,0.02215,3.3546,-111.5081,24.9833,0.0
ah93w480b.dat,0.478493,0.431431,0.033572,0.424424,0.167045,87.077,20.815,23.9925,8.0
goe235.dat,0.065535,0.233233,0.035636,0.357357,0.029492,,10.5415,23.9881,0.0
s9104.dat,0.121479,0.161161,0.146461,0.491491,0.054341,0.2518,0.7865,18.8646,2.0
griffith30SymSuction.dat,0.305787,0.501502,0.0,0.0,0.052403,12.7065,7.5354,15.3248,9.0
fx74modsm.dat,0.130893,0.28028,0.097203,0.41041,0.029426,4.7369,3.0458,12.1619,6.0
fx3.dat,0.200207,0.475475,0.042239,0.72973,0.031881,11.323,7.524,12.1428,10.0
fx74cl5140.dat,0.140482,0.303303,0.099366,0.373373,0.030554,6.3122,-4.7934,10.1227,10.0
t16.dat,0.054422,0.147147,0.085821,0.427427,0.023891,0.2756,2.7108,9.3254,0.0
ua79sff.dat,0.248344,0.254254,0.064916,0.391391,0.10721,13.3548,5.1822,8.9818,0.0
goe319.dat,0.102506,0.304304,0.057772,0.327327,0.043212,,6.1958,8.197,5.0
fx79w660a.dat,0.664377,0.45045,0.023193,0.178178,,,0.9923,3.1173,10.0
goe388.dat,0.102368,0.263263,0.054346,0.397397,0.02616,,1.1959,2.1726,1.0
goe801.dat,0.098624,0.256256,0.062024,0.371371,0.025007,,1.4622,2.1411,5.0
goe802.dat,0.098624,0.256256,0.062024,0.371371,0.025007,,1.4622,2.1411,5.0
goe15.dat,0.090069,0.281281,0.077606,0.307307,0.044558,,-1.2098,-0.3859,6.0
goe124.dat,0.079888,0.253253,0.05559,0.394394,0.03183,,-1.5695,-1.1919,4.0
ebambino7.dat,0.060063,0.414414,0.030029,0.413413,0.015165,,-1.4625,-1.4504,10.0
goe417a.dat,0.032391,0.02002,0.059122,0.38038,0.017024,,-110.9698,-3.2632,8.0
goe360.dat,0.096862,0.289289,0.058948,0.336336,0.03445,,-3.9005,-3.8563,10.0
m25.dat,0.063026,0.341341,0.082532,0.317317,0.015219,,-4.2461,-4.1869,10.0
goe324.dat,0.131476,0.288288,0.059555,0.314314,0.046896,,-4.8221,-4.6689,1.0
goe346.dat,0.057393,0.398398,0.038235,0.357357,0.025777,,-8.7211,-7.3192,2.0
goe54.dat,0.065154,0.166166,0.034805,0.193193,0.031287,,-8.2031,-8.1365,10.0
goe373.dat,0.065593,0.254254,0.051116,0.359359,0.029635,,-21.5514,-14.712,3.0
goe275.dat,0.078334,0.237237,0.047289,0.34034,0.032139,,-15.5183,-15.2972,0.0
e376.dat,0.024673,0.043043,0.089363,0.321321,0.020304,2.0626,-25.9721,-16.9849,6.0
gen1_rank1.dat,0.1102145286577514,0.2054698636996302,0.0511178463097873,0.5805604970119693,0.0267248358640832,17.408097199868568,,131.12211221122112,
gen1_rank2.dat,0.1796359501482325,0.2875350436620571,0.0276101304224143,0.3488234042525387,0.029159532093456,13.51464853707974,,116.2143559488692,
gen1_rank3.dat,0.1356869364594576,0.2923755928951101,0.0541648977287264,0.5421024963895202,0.0485650950681004,7.034374315179376,,145.73972602739727,
gen2_rank1.dat,0.1356869364594576,0.2923755928951101,0.0541648977287264,0.5421024963895202,0.0485650950681004,7.034374315179376,,145.73972602739727,
gen2_rank2.dat,0.1102145286577514,0.2054698636996302,0.0511178463097873,0.5805604970119693,0.0267248358640832,17.408097199868568,,131.12211221122112,
gen2_rank3.dat,0.1796359501482325,0.2875350436620571,0.0276101304224143,0.3488234042525387,0.029159532093456,13.51464853707974,,116.2143559488692,
gen3_rank1.dat,0.1356869364594576,0.2923755928951101,0.0541648977287264,0.5421024963895202,0.0485650950681004,7.034374315179376,,145.73972602739727,
gen3_rank2.dat,0.1102145286577514,0.2054698636996302,0.0511178463097873,0.5805604970119693,0.0267248358640832,17.408097199868568,,131.12211221122112,
gen3_rank3.dat,0.100977734284159,0.2608111372578651,0.0529852835499491,0.5600626714066111,0.0274716091699,16.20954141986953,,147.14748784440843,
gen4_rank1.dat,0.100977734284159,0.2608111372578651,0.0529852835499491,0.5600626714066111,0.0274716091699,16.20954141986953,,147.14748784440843,
gen4_rank2.dat,0.1356869364594576,0.2923755928951101,0.0541648977287264,0.5421024963895202,0.0485650950681004,7.034374315179376,,145.73972602739727,
gen4_rank3.dat,0.1091360305709752,0.2588497738158862,0.0524675529006657,0.5616010958371801,0.0282501833917971,14.687809021436808,,145.11111111111111,
gen5_rank1.dat,0.100977734284159,0.2608111372578651,0.0529852835499491,0.5600626714066111,0.0274716091699,16.20954141986953,,147.14748784440843,
gen5_rank2.dat,0.1356869364594576,0.2923755928951101,0.0541648977287264,0.5421024963895202,0.0485650950681004,7.034374315179376,,145.73972602739727,
gen5_rank3.dat,0.1091360305709752,0.2588497738158862,0.0524675529006657,0.5616010958371801,0.0282501833917971,14.687809021436808,,145.11111111111111,
gen6_rank1.dat,0.100977734284159,0.2608111372578651,0.0529852835499491,0.5600626714066111,0.0274716091699,16.20954141986953,,147.14748784440843,
gen6_rank2.dat,0.1098789801968832,0.268860550195827,0.0545502128256195,0.549359431766051,0.0263780754746276,14.677558518314578,,153.59635811836114,
gen6_rank3.dat,0.1285136627399706,0.2765836769677027,0.0527281043470344,0.5582673045017348,0.0267694505866112,15.030836164129475,,141.8803418803419,
gen7_rank1.dat,0.1098789801968832,0.268860550195827,0.0545502128256195,0.549359431766051,0.0263780754746276,14.677558518314578,,153.59635811836114,
gen7_rank2.dat,0.100977734284159,0.2608111372578651,0.0529852835499491,0.5600626714066111,0.0274716091699,16.20954141986953,,147.14748784440843,
gen7_rank3.dat,0.1291910869459571,0.2871316530994159,0.0531091484978565,0.54640140530343,0.0251450112840916,14.698724488227576,,146.4931506849315,
gen1_rank1.dat,0.1914798557705155,0.3443721760077678,0.0512175450025972,0.5388844640525536,0.0260177982942748,11.75873728210242,,132.13530655391122,
gen1_rank2.dat,0.066217136204478,0.2712978664845179,0.0570183157029576,0.5170332780875366,0.0277525023721118,12.205264458481537,,130.4665629860031,
gen1_rank3.dat,0.173412367268834,0.2035443625041646,0.056456293088563,0.5629046975198809,0.009508058774927,10.627511787921032,,120.59859154929576,
gen2_rank1.dat,0.1914798557705155,0.3443721760077678,0.0512175450025972,0.5388844640525536,0.0260177982942748,11.75873728210242,,132.13530655391122,
gen2_rank2.dat,0.066217136204478,0.2712978664845179,0.0570183157029576,0.5170332780875366,0.0277525023721118,12.205264458481537,,130.4665629860031,
gen2_rank3.dat,0.2285621989771731,0.3819785362094112,0.0603490455505472,0.5463463914869355,0.0068862629299681,14.373591692931162,,101.68732125834129,
gen3_rank1.dat,0.1914798557705155,0.3443721760077678,0.0512175450025972,0.5388844640525536,0.0260177982942748,11.75873728210242,,132.13530655391122,
gen3_rank2.dat,0.066217136204478,0.2712978664845179,0.0570183157029576,0.5170332780875366,0.0277525023721118,12.205264458481537,,130.4665629860031,
gen3_rank3.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen4_rank1.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen4_rank2.dat,0.1281061812894619,0.2944882391031455,0.0559527641453898,0.4918570052249787,0.0246490931629898,16.710133896588555,,151.07344632768363,
gen4_rank3.dat,0.1114321388122815,0.3061492113786892,0.0582935136292841,0.4851936728411002,0.0267339011119468,13.258723646345365,,147.38213399503724,
gen5_rank1.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen5_rank2.dat,0.1281061812894619,0.2944882391031455,0.0559527641453898,0.4918570052249787,0.0246490931629898,16.710133896588555,,151.07344632768363,
gen5_rank3.dat,0.1114321388122815,0.3061492113786892,0.0582935136292841,0.4851936728411002,0.0267339011119468,13.258723646345365,,147.38213399503724,
gen6_rank1.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen6_rank2.dat,0.1151290785633009,0.2879752930770685,0.055207306386851,0.4861045970673566,0.0247015070265007,14.460009015180276,,143.3997509339975,
gen6_rank3.dat,0.1281061812894619,0.2944882391031455,0.0559527641453898,0.4918570052249787,0.0246490931629898,16.710133896588555,,151.07344632768363,
gen7_rank1.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen7_rank2.dat,0.1281061812894619,0.2944882391031455,0.0559527641453898,0.4918570052249787,0.0246490931629898,16.710133896588555,,151.07344632768363,
gen7_rank3.dat,0.1154321284731016,0.2890156301187651,0.0551207602608605,0.4910468632536333,0.0260550621278595,13.825497661513197,,155.40889526542324,
gen8_rank1.dat,0.1154321284731016,0.2890156301187651,0.0551207602608605,0.4910468632536333,0.0260550621278595,13.825497661513197,,155.40889526542324,
gen8_rank2.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen8_rank3.dat,0.1281061812894619,0.2944882391031455,0.0559527641453898,0.4918570052249787,0.0246490931629898,16.710133896588555,,151.07344632768363,
gen9_rank1.dat,0.1202606174376402,0.2944849040939634,0.0556434370653835,0.488709874481637,0.0263101309095304,13.689646867827737,,137.3159509202454,
gen9_rank2.dat,0.1154321284731016,0.2890156301187651,0.0551207602608605,0.4910468632536333,0.0260550621278595,13.825497661513197,,155.40889526542324,
gen9_rank3.dat,0.1045631741070009,0.2809880747554176,0.0547974902225472,0.4889709945873138,0.025068320243376,13.93085728031678,,152.43589743589743,
gen10_rank1.dat,0.1154321284731016,0.2890156301187651,0.0551207602608605,0.4910468632536333,0.0260550621278595,13.825497661513197,,155.40889526542324,
