Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD_3d,aoa_3d
e559,0.042224,0.502,0.16058,0.248,500000.0,0.5735,0.022166804442716785,102.29676400947119,7.0,25.872019644601117,0.0
goe363,0.055291,0.398,0.110751,0.2,500000.0,0.6199,0.023970453294854262,89.10316925151719,7.0,25.861004478086944,0.0
mh91,0.016796,0.149,0.149864,0.273,500000.0,0.437,0.016901449488780272,77.53375977256574,9.0,25.85577055329454,4.0
mh84,0.047556,0.324,0.137258,0.201,500000.0,0.5812,0.02247976369882719,91.73878205128206,6.0,25.85436429789172,1.0
goe425,0.044128,0.393,0.160657,0.302,500000.0,0.562,0.0217377961990392,110.22256331542593,9.0,25.85358675985932,1.0
e502,0.01535,0.34,0.156727,0.433,500000.0,0.5752,0.02224993295596865,84.02985074626866,6.0,25.85176329017656,4.0
e432,0.044416,0.374,0.159891,0.374,500000.0,0.5455,0.021113476754021428,111.59514170040487,8.0,25.836578520688217,0.0
fx84w218,0.03227,0.435,0.21965,0.339,500000.0,0.4457,0.01725903273440963,78.71598639455782,6.0,25.824158680190706,1.0
e333,0.035546,0.244,0.117664,0.313,500000.0,0.5761,0.022308735680058887,98.53476821192052,8.0,25.823964578815577,2.0
e551,0.02819,0.571,0.182663,0.353,500000.0,0.529,0.020499547865830373,102.07485760781123,8.0,25.805447196314145,1.0
goe769,0.045579,0.3,0.138231,0.2,500000.0,0.6319,0.024502985505007017,85.40880503144655,6.0,25.788694192831137,2.0
e479,-0.0,0.083,0.16568,0.257,500000.0,0.4393,0.017066926005545515,76.60947712418302,8.0,25.73984324167453,4.0
naca2421,0.017507,0.401,0.210022,0.299,500000.0,0.4418,0.0171694150763445,73.18493150684931,8.0,25.731802629007362,2.0
usa29,0.055325,0.4,0.132087,0.297,500000.0,0.4503,0.017503379325809056,87.82780410742497,8.0,25.72646068042554,0.0
as5045,0.010575,0.24,0.150004,0.374,500000.0,0.5958,0.023163281433669483,78.7248322147651,5.0,25.72174420563583,3.0
e582,0.042645,0.418,0.147419,0.418,500000.0,0.5312,0.02065689359652808,110.82813891362422,7.0,25.71538636812661,0.0
goe615,0.053577,0.396,0.136631,0.296,500000.0,0.5807,0.022588008154312077,103.0241935483871,4.0,25.708331431124602,0.0
p51droot,0.012444,0.683,0.165152,0.389,500000.0,0.5052,0.019677798829814797,80.03861003861005,6.0,25.673603250509235,3.0
goe167,0.044484,0.399,0.100936,0.3,500000.0,0.6671,0.025985297961921908,103.06122448979592,5.0,25.672208992082705,2.0
goe290,0.03692,0.391,0.176069,0.291,500000.0,0.6115,0.0238330978750528,95.24271844660194,6.0,25.65759613818753,2.0
e1200,0.034182,0.502,0.169627,0.372,500000.0,0.515,0.020072204654481868,106.55555555555554,5.0,25.65737091989081,0.0
fx63158,0.036345,0.37,0.158144,0.34,500000.0,0.6253,0.024372258134794343,76.33934120571783,6.0,25.656219318771644,0.0
e407,0.035022,0.717,0.144487,0.383,500000.0,0.5675,0.02212043391556217,112.62222222222223,4.0,25.655012110804588,0.0
sc20518,0.018655,0.83,0.179814,0.369,500000.0,0.5257,0.020509208955011366,58.850045998160084,2.0,25.632387926475666,1.0
ah93w174,0.039291,0.371,0.17427,0.339,500000.0,0.5468,0.021336652854642854,112.38951310861422,10.0,25.627262332339832,1.0
ah81131,0.027763,0.403,0.130521,0.403,500000.0,0.6409,0.025021962376561437,109.49367088607595,6.0,25.613498667888,3.0
nacam6,0.021137,0.3,0.120104,0.3,500000.0,0.4893,0.01911564694854709,89.45945945945945,6.0,25.596831816209594,2.0
naca23018,0.011447,0.149,0.180175,0.301,500000.0,0.4384,0.01712734453161691,69.83933161953728,8.0,25.596495661701553,3.0
goe647,0.050522,0.402,0.163207,0.202,500000.0,0.5258,0.020543146635544574,80.70433436532508,5.0,25.594910523115278,0.0
e332,0.030523,0.236,0.115295,0.32,500000.0,0.5038,0.019684899471553243,94.97100248550124,8.0,25.59322188706344,2.0
fx61140,0.023929,0.309,0.13983,0.339,500000.0,0.6072,0.02372685383850498,95.47619047619048,6.0,25.591256393825343,1.0
goe527,0.054836,0.394,0.165579,0.302,500000.0,0.5797,0.022654553237614703,101.42131979695432,6.0,25.588674997019567,0.0
nacam12,0.019229,0.3,0.119303,0.3,500000.0,0.52,0.02032599920283494,70.90448013524936,6.0,25.58299814985104,3.0
l7769,0.043351,0.3,0.109803,0.3,500000.0,0.6261,0.024479748298706847,113.70500438981561,9.0,25.576243364931738,3.0
e396,0.054487,0.511,0.130624,0.295,500000.0,0.7269,0.028437026677703578,134.2899702085402,6.0,25.561744138670285,0.0
e545,0.018139,0.306,0.174545,0.393,500000.0,0.5371,0.021022928615742183,90.25929127052723,7.0,25.548295854356567,2.0
du-80-141,0.031643,0.683,0.140493,0.325,500000.0,0.4994,0.01954960002421134,88.47929936305732,6.0,25.545279667180633,0.0
e329,0.035302,0.257,0.135467,0.333,500000.0,0.5479,0.021451746880012966,92.45888801879406,9.0,25.541043490052076,3.0
e398,0.052968,0.468,0.141705,0.296,500000.0,0.696,0.027250517861836132,128.572710951526,7.0,25.540799023666835,0.0
goe330,0.056269,0.399,0.102052,0.299,500000.0,0.627,0.024551982028887934,103.73923739237392,2.0,25.537653101174072,0.0
naca747a415,0.027659,0.351,0.149941,0.399,500000.0,0.536,0.02098872436012451,93.11538461538463,7.0,25.5375215188552,3.0
clarkys,0.02301,0.3,0.117,0.3,500000.0,0.5039,0.019738673128874507,75.33281733746131,7.0,25.52856500079913,2.0
ah88k130,0.03905,0.467,0.130002,0.435,500000.0,0.5124,0.020072171466203093,120.6264501160093,5.0,25.527880770785732,0.0
goe176,0.053931,0.4,0.103433,0.2,500000.0,0.6447,0.02525490742606449,75.64216120460584,2.0,25.52771186698682,0.0
e580,0.040668,0.612,0.160989,0.355,500000.0,0.6555,0.02568076134975561,106.6278101582015,6.0,25.524944181853005,0.0
e397,0.053164,0.521,0.135161,0.296,500000.0,0.7133,0.02795353884077255,135.1061678463094,6.0,25.517341616854356,0.0
goe423,0.048748,0.401,0.169435,0.396,500000.0,0.6048,0.023707924450630698,104.29699842022117,8.0,25.510457537496944,1.0
as5046,0.011389,0.205,0.160023,0.377,500000.0,0.6065,0.023775038203657586,76.90364826941067,5.0,25.509948493235026,3.0
e668,0.039735,0.478,0.139044,0.375,500000.0,0.5563,0.02180908962367447,122.17045454545453,5.0,25.507713049889,0.0
ah82150a,0.032808,0.435,0.14999,0.402,500000.0,0.5537,0.021711014055259593,108.4387351778656,6.0,25.503184632035353,1.0
e546,0.017656,0.262,0.162761,0.39,500000.0,0.4651,0.018240724840306366,86.4597902097902,7.0,25.49789024678848,2.0
goe256,0.046686,0.396,0.160096,0.301,500000.0,0.5039,0.01976867312887451,91.1023622047244,3.0,25.489824062293483,0.0
r140,0.004671,0.423,0.12,0.393,500000.0,0.2299,0.009019288694994933,37.85131459655485,4.0,25.489814970395415,2.0
hq17,0.044863,0.443,0.152171,0.42,500000.0,0.5507,0.021606940606447342,109.7358121330724,6.0,25.487180718017775,0.0
e549,0.020851,0.304,0.181079,0.387,500000.0,0.5586,0.021925116975656175,95.66314076484946,8.0,25.477629178454233,2.0
goe574,0.048586,0.399,0.102529,0.3,500000.0,0.5525,0.021691303787575382,99.6003717472119,5.0,25.471036937690574,1.0
fx66s161,0.03869,0.435,0.161175,0.339,500000.0,0.4599,0.01806059889294824,113.3758978451716,9.0,25.464271850894598,0.0
goe646,0.043219,0.49,0.18385,0.289,500000.0,0.5231,0.020547092147665855,94.3881118881119,6.0,25.45859025893472,0.0
goe620,0.057533,0.5,0.175045,0.299,500000.0,0.6312,0.024809874910646176,95.56390977443608,4.0,25.441482565845,0.0
mh92,0.016807,0.151,0.154895,0.274,500000.0,0.4234,0.01666325136706422,75.93951093951094,10.0,25.409206803233616,4.0
nn7mk20,0.030252,0.598,0.168571,0.371,500000.0,0.5675,0.02235043391556217,101.43585386576041,7.0,25.391005926057698,1.0
ah94145,0.056166,0.443,0.145738,0.376,500000.0,0.6586,0.025943314545808057,134.7354726799653,8.0,25.38611628969426,0.0
stcyr171,0.000118,0.025,0.1108,0.3,500000.0,0.525,0.020681666162283213,65.68201563857515,6.0,25.384801972939357,4.0
npl9510,0.016278,0.78,0.110857,0.34,500000.0,0.2523,0.009943777425281904,39.18951132300357,4.0,25.372651579924856,0.0
e638,0.042118,0.258,0.123549,0.284,500000.0,0.6773,0.026698820935104495,98.56638418079095,10.0,25.368161449761384,2.0
goe433,0.04736,0.502,0.174418,0.291,500000.0,0.6197,0.02443116913167983,98.12990720913633,7.0,25.36513896080547,0.0
naca4421,0.03514,0.402,0.210383,0.302,500000.0,0.5604,0.022100545184215163,82.29393468118197,6.0,25.356840536234987,1.0
goe413,0.045812,0.4,0.163499,0.3,500000.0,0.5368,0.02117086392209138,107.06194690265487,6.0,25.35560201867151,0.0
goe498,0.051224,0.501,0.159564,0.293,500000.0,0.6685,0.026365320145166838,102.13333333333334,6.0,25.35527717165028,0.0
goe780,0.010074,0.4,0.12,0.5,500000.0,0.4016,0.015839745096121224,40.9795918367347,2.0,25.353943359754084,2.0
hs1712,0.048499,0.44,0.119769,0.36,500000.0,0.7547,0.029769462016631033,103.01639344262294,2.0,25.351482656232708,0.0
e1213,0.019792,0.331,0.174075,0.221,500000.0,0.6008,0.023707334145320967,78.84079236977256,8.0,25.342368581689637,4.0
pt40,0.029264,0.416,0.115947,0.271,500000.0,0.5698,0.02248839059993637,78.48462664714495,7.0,25.337517928099853,2.0
naca747a315,0.022897,0.351,0.14995,0.399,500000.0,0.4572,0.018047870729316275,87.20156555772994,7.0,25.332628256104567,3.0
e328,0.030472,0.242,0.133474,0.326,500000.0,0.4703,0.018572875987505053,88.503301540719,10.0,25.321872623087316,3.0
naca671215,0.010375,0.5,0.149941,0.5,500000.0,0.5581,0.022044207760956093,53.76685934489403,5.0,25.317308113403225,5.0
e216,0.051612,0.556,0.10437,0.286,500000.0,0.8246,0.032573486198652114,135.3125,3.0,25.315067443844,0.0
e636,0.031423,0.23,0.118957,0.277,500000.0,0.633,0.02500509058648199,95.1883830455259,9.0,25.31484530362815,3.0
naca001035,0.0,0.95,0.1,0.5,500000.0,0.305,0.01206362084261731,35.547785547785544,2.0,25.282624841997897,2.0
fauvel,0.025633,0.25,0.139866,0.25,500000.0,0.5078,0.020086429956665493,89.31464174454828,9.0,25.280749296690793,4.0
e856,0.042457,0.502,0.181749,0.304,500000.0,0.5437,0.02151005726808537,99.67575534266764,8.0,25.276548231542446,0.0
goe628,0.052859,0.402,0.167985,0.203,500000.0,0.5906,0.023372252867241726,75.24421593830334,3.0,25.26927991728936,0.0
naca634221,0.009928,0.55,0.210032,0.348,500000.0,0.5239,0.020738458778332625,87.36111111111111,8.0,25.26224371829244,3.0
goe534,0.048007,0.496,0.141323,0.195,500000.0,0.5471,0.02165894223762508,92.64546159813808,6.0,25.259774646316707,0.0
goe365,0.048924,0.398,0.117048,0.301,500000.0,0.6657,0.026365422575706843,105.84597432905485,3.0,25.248978964341628,1.0
usa27,0.049971,0.4,0.11071,0.3,500000.0,0.5927,0.02347530907729757,66.58560311284047,2.0,25.247803896783896,1.0
e635,0.027457,0.222,0.11653,0.286,500000.0,0.5647,0.02237171706041106,91.4063714063714,9.0,25.2416923777072,3.0
b29root,0.017768,0.302,0.219949,0.302,500000.0,0.4659,0.018458616275980444,76.33583021223471,10.0,25.240245153492868,4.0
goe645,0.045972,0.402,0.155171,0.202,500000.0,0.4904,0.01943600377384635,74.26183844011142,3.0,25.231524222067527,0.0
goe405,0.06399,0.4,0.111016,0.3,500000.0,0.6939,0.02751121436622503,115.85057471264369,3.0,25.222441683704343,0.0
n63215b,0.014175,0.1,0.1504,0.325,500000.0,0.3034,0.012037167245487104,65.29636711281071,8.0,25.20526580817831,1.0
fx38153,0.021115,0.804,0.15542,0.434,500000.0,0.5106,0.020273214310389115,57.89724072312084,3.0,25.1859420110969,2.0
naca634421,0.019865,0.55,0.210109,0.347,500000.0,0.5737,0.022795396562750432,94.7670807453416,8.0,25.16736212159052,2.0
goe289,0.060338,0.4,0.16802,0.3,500000.0,0.5897,0.02343247274455979,90.90990187332739,4.0,25.165931330781465,0.0
lrn1015,0.04573,0.439,0.151885,0.399,500000.0,0.5395,0.021439688829426547,127.06567796610169,6.0,25.16361148206227,0.0
ah93w215,0.030872,0.402,0.212204,0.339,500000.0,0.5333,0.02122060722418332,88.43672456575682,8.0,25.131231842990967,2.0
e417,0.031758,0.763,0.142052,0.383,500000.0,0.5694,0.02266132619417917,96.00844772967265,4.0,25.126508268799256,1.0
goe530,0.046754,0.301,0.129053,0.298,500000.0,0.5429,0.021607504277748685,92.61041009463722,6.0,25.125530140890735,1.0
dae21,0.065799,0.437,0.117849,0.318,500000.0,0.7885,0.031382767262857894,135.8139534883721,6.0,25.125254041354243,1.0
fx83w227,0.034382,0.402,0.22645,0.339,500000.0,0.512,0.02038682668279572,71.68330006653359,8.0,25.114256768174357,3.0
e656,0.04826,0.46,0.162076,0.37,500000.0,0.5794,0.023071531367412038,123.94378966455122,8.0,25.11320080028966,0.0
e655,0.039976,0.454,0.173449,0.373,500000.0,0.5165,0.02057014641582279,115.68965517241378,7.0,25.10920387045482,0.0
giiia,0.007268,0.147,0.110121,0.397,500000.0,0.3709,0.01477163242750202,64.05940594059406,6.0,25.108937811737956,3.0
ls417,0.024127,0.674,0.169847,0.399,500000.0,0.6388,0.02545132514846335,88.2940108892922,4.0,25.09888959705378,1.0
fx73k170,0.045839,0.565,0.170781,0.402,500000.0,0.5932,0.023637514000475535,113.8698328935796,7.0,25.095701687921416,0.0
e327,0.026037,0.23,0.131211,0.324,500000.0,0.4999,0.019928311028285663,82.4834680382072,10.0,25.084915590210155,4.0
goe190,0.057675,0.5,0.127106,0.201,500000.0,0.6495,0.025897541772247484,100.47014925373135,7.0,25.07960043898923,0.0
v43012,0.030628,0.149,0.120371,0.319,500000.0,0.4504,0.01796675228715595,77.04163623082542,7.0,25.068526175539326,2.0
e657,0.046693,0.465,0.15572,0.373,500000.0,0.5814,0.023198471159384303,125.1345962113659,7.0,25.061996370601804,0.0
fx79k144,0.027652,0.403,0.143901,0.435,500000.0,0.6094,0.024317084753395415,89.71126082771896,6.0,25.060569808431048,3.0
ah95160,0.056164,0.443,0.160011,0.376,500000.0,0.64,0.025538791691868314,129.21783010933558,8.0,25.05991699692587,0.0
ah93k130,0.03582,0.406,0.130534,0.425,500000.0,0.6114,0.02440851833199616,114.35840707964603,6.0,25.048632271895833,2.0
mh93,0.016675,0.152,0.159894,0.298,500000.0,0.4095,0.016349701693133108,72.83704572098476,11.0,25.046328531608037,4.0
goe480,0.053035,0.4,0.117523,0.3,500000.0,0.5769,0.023043277919943116,112.91836734693878,5.0,25.03550067851736,0.0
e435,0.043734,0.562,0.162446,0.38,500000.0,0.6844,0.02734087296584766,118.71934604904631,6.0,25.032119525038773,0.0
mh27,0.015078,0.397,0.11992,0.424,500000.0,0.6943,0.02775200861488387,71.57731958762886,3.0,25.018008953327985,3.0
naca662415,0.020882,0.5,0.149911,0.451,500000.0,0.6692,0.0267503862856755,87.2907949790795,5.0,25.01646117754749,3.0
e472,-0.0,0.948,0.12098,0.175,500000.0,0.392,0.015674443570652473,67.94601711652403,9.0,25.008862243374832,3.0
marske7,0.02806,0.391,0.120518,0.428,500000.0,0.6553,0.02621094392390127,100.11520737327189,6.0,25.001007285450875,4.0
ah63k127,0.037549,0.435,0.12707,0.402,500000.0,0.5339,0.021364586069632877,127.0789163722026,6.0,24.989952918342425,1.0
e587,0.04132,0.519,0.166641,0.38,500000.0,0.6681,0.026735298827808097,115.7027027027027,6.0,24.989434541314772,0.0
e547,0.020732,0.298,0.174057,0.387,500000.0,0.4702,0.018819353982234985,89.61348684210525,8.0,24.984917146670256,2.0
goe528,0.058768,0.398,0.124616,0.298,500000.0,0.6388,0.02557132514846335,110.46532045654082,6.0,24.98110662201592,0.0
fx05h126,0.043108,0.371,0.126091,0.37,500000.0,0.5368,0.021500863922091377,118.91,8.0,24.96643864847017,2.0
e560,0.048509,0.511,0.160717,0.24,500000.0,0.6627,0.026546183921775116,105.04208110175975,7.0,24.96404010281889,0.0
e1230,0.036156,0.266,0.174577,0.296,500000.0,0.4605,0.018451279299012496,84.68279921517332,9.0,24.957619064638287,1.0
fx61168,0.028908,0.371,0.168062,0.37,500000.0,0.5379,0.0215551340865796,104.32237369687249,7.0,24.954611640987235,0.0
r1082t,0.02997,0.4,0.159961,0.4,500000.0,0.5304,0.021255089570629472,107.02878365831013,8.0,24.95402328169498,2.0
goe679,0.043883,0.403,0.183035,0.29,500000.0,0.5288,0.02119162532000437,75.17037037037036,6.0,24.953253561954305,2.0
goe255,0.0472,0.491,0.186168,0.304,500000.0,0.5722,0.022931028686530786,104.08390410958904,6.0,24.95308901410509,0.0
ah93157,0.038129,0.403,0.156872,0.397,500000.0,0.5839,0.023407567191846057,99.71679687499999,7.0,24.944924656817793,2.0
e1233,0.043272,0.296,0.189292,0.298,500000.0,0.5014,0.02010455638517434,80.01782531194296,9.0,24.939620173352658,0.0
e715,0.027733,0.439,0.15048,0.331,500000.0,0.4811,0.01929766096135503,88.66603595080417,6.0,24.930482557623836,2.0
fx66s171,0.03841,0.435,0.171096,0.339,500000.0,0.4569,0.01832760130342355,113.41832669322709,9.0,24.929612579178716,0.0
fx73170a,0.056299,0.435,0.17112,0.435,500000.0,0.5552,0.022273303555163576,112.88922155688623,9.0,24.926701987648755,0.0
goe323,0.049785,0.3,0.110497,0.298,500000.0,0.7559,0.03032734515744081,106.95887445887446,5.0,24.924700664559822,3.0
hq300gd2,0.038668,0.391,0.165874,0.372,500000.0,0.5626,0.022573064761251125,106.94728560188827,7.0,24.92350976486622,0.0
e604,0.033059,0.423,0.18811,0.412,500000.0,0.5231,0.020997092147665854,105.84745762711866,7.0,24.912973488005125,0.0
n6h10,0.044353,0.4,0.100167,0.4,500000.0,0.4476,0.017972592478000593,92.17525773195877,6.0,24.904587390377106,2.0
e331,0.025965,0.229,0.112786,0.313,500000.0,0.5487,0.022034599456124883,90.55829228243022,8.0,24.901746051366487,3.0
trainer60,-0.001537,0.98,0.183085,0.271,500000.0,0.4598,0.018467154779979733,71.68746286393345,10.0,24.89825885352246,4.0
e554,0.026623,0.566,0.182642,0.318,500000.0,0.5382,0.02163722349605686,101.80232558139535,9.0,24.873801395917592,1.0
atr72sm,0.02855,0.214,0.145272,0.254,500000.0,0.4234,0.01702325136706422,76.98701298701299,9.0,24.871864420634374,2.0
goe775,6.1e-05,0.5,0.21,0.3,500000.0,0.498,0.02002730882507351,58.99264289756649,10.0,24.866046873782707,5.0
fxs21158,0.034664,0.371,0.157802,0.309,500000.0,0.563,0.02264992544868117,96.44883920894239,6.0,24.85659395549055,1.0
fx61184,0.03005,0.63,0.183736,0.37,500000.0,0.5355,0.021548661475239456,104.21560740144811,7.0,24.850731476538236,0.0
e403,0.033145,0.755,0.14971,0.379,500000.0,0.6377,0.025668742227676882,106.10745614035088,4.0,24.843445555053762,1.0
goe675,0.056251,0.495,0.149274,0.295,500000.0,0.6914,0.027831521811716088,103.41407151095731,2.0,24.842335416561557,0.0
e583,0.044906,0.38,0.164973,0.38,500000.0,0.4983,0.02005850172411839,110.38135593220339,8.0,24.842334031401904,0.0
goe476,0.050882,0.401,0.144692,0.301,500000.0,0.5024,0.02023214691032155,107.27682596934176,6.0,24.831769076552998,0.0
e544,0.018498,0.305,0.175125,0.4,500000.0,0.503,0.0202647371757029,90.54270462633453,7.0,24.82144207639115,2.0
oaf139,-0.013218,0.469,0.136714,0.232,500000.0,0.4248,0.017117720381610753,58.387305699481864,9.0,24.816388545308563,5.0
e474,-0.0,0.058,0.14084,0.215,500000.0,0.4441,0.01789571844984938,72.9733246584255,10.0,24.815991671110456,4.0
naca0021,0.0,0.05,0.21008,0.3,500000.0,0.5132,0.020682896983310866,59.357541899441344,10.0,24.812771654478755,5.0
goe770,0.033813,0.302,0.209907,0.302,500000.0,0.5691,0.022938535753987865,86.65419161676647,7.0,24.809778884908205,2.0
dae11,0.066171,0.444,0.128294,0.328,500000.0,0.6599,0.02660750267056257,135.04217432052482,7.0,24.801275345922857,0.0
naca001065,0.0,0.05,0.1,0.5,500000.0,0.3073,0.012396358799042459,43.30965068087627,6.0,24.78953739413682,2.0
goe501,0.061284,0.5,0.128055,0.3,500000.0,0.7707,0.031093438299708218,107.83536585365854,7.0,24.78658013215709,0.0
e552,0.025689,0.483,0.184668,0.324,500000.0,0.51,0.020580282517223995,105.24502297090352,9.0,24.78100092033101,1.0
fx67k170,0.049808,0.435,0.170069,0.403,500000.0,0.5132,0.020712896983310865,115.0473729543497,8.0,24.776833506848604,0.0
fg3,0.041569,0.3,0.101401,0.3,500000.0,0.4851,0.01958239084936951,89.94011976047904,7.0,24.772256040207605,1.0
daytonwright6,0.048477,0.397,0.136106,0.296,500000.0,0.7278,0.029396055013266927,91.98305084745762,4.0,24.758424205953208,0.0
as5048,0.012472,0.234,0.179915,0.383,500000.0,0.619,0.025018698152949107,80.73714839961204,5.0,24.741495189550246,3.0
goe387,0.053294,0.4,0.148527,0.3,500000.0,0.6461,0.026122580856831598,99.89236790606653,4.0,24.733390760317292,1.0
august160,0.050935,0.251,0.160383,0.251,500000.0,0.5292,0.02139747340751413,80.92119866814649,10.0,24.73189193515536,1.0
ah94156,0.036764,0.415,0.156099,0.405,500000.0,0.554,0.022403458473880505,102.25146198830409,7.0,24.728324898849497,2.0
whitcomb,0.023755,0.825,0.109601,0.35,500000.0,0.8453,0.034197956263831306,113.61559139784946,5.0,24.717851367451818,5.0
e326,0.021845,0.195,0.128773,0.334,500000.0,0.5368,0.02172086392209138,75.99707815924032,10.0,24.71356581052208,5.0
naca644221,0.009755,0.55,0.209673,0.352,500000.0,0.5212,0.021092788509210644,90.0,8.0,24.709867060602548,3.0
fx05188,0.025812,0.565,0.188156,0.371,500000.0,0.5854,0.023693249500654538,98.29525483304043,6.0,24.707459396138468,1.0
n64212mb,0.012183,0.102,0.120476,0.351,500000.0,0.5013,0.020290801451964026,73.60465116279069,11.0,24.7057762201639,3.0
us1000root,-0.000394,0.001,0.185668,0.271,500000.0,0.4262,0.017252336193187147,50.20308692120228,7.0,24.70390069075422,5.0
goe424,0.045115,0.385,0.201102,0.306,500000.0,0.5775,0.023379216056362687,95.24083393242272,8.0,24.701427054173298,1.0
m9,0.068116,0.3,0.104095,0.151,500000.0,0.4911,0.019881732574705477,80.89373680506685,6.0,24.70106657730633,0.0
usa27m2,0.049752,0.4,0.132896,0.3,500000.0,0.4822,0.019527342220731138,86.08088235294119,7.0,24.69358064960187,0.0
ah79k143,0.028628,0.402,0.14274,0.402,500000.0,0.6001,0.024305854046541828,90.40794979079497,6.0,24.689525364996612,3.0
goe535,0.053827,0.501,0.160671,0.201,500000.0,0.6531,0.026453149966115114,92.27586206896552,7.0,24.688931217514043,0.0
goe567,0.051657,0.501,0.147851,0.294,500000.0,0.7431,0.03009881863412485,111.16908212560388,5.0,24.688676623257983,1.0
naca644421,0.01956,0.55,0.20977,0.353,500000.0,0.5687,0.023041492319234927,97.31199999999998,8.0,24.68156107776283,2.0
goe502,0.059998,0.493,0.159211,0.293,500000.0,0.7049,0.028567422667017114,105.67139282735612,6.0,24.674959593532087,0.0
fx63120,0.050099,0.5,0.12014,0.307,500000.0,0.8135,0.0329725685501121,126.07070707070706,4.0,24.672023920842957,0.0
goe239,0.058403,0.4,0.112384,0.201,500000.0,0.7073,0.02868434517655183,117.83362218370883,6.0,24.658049387098654,0.0
v43015,0.027765,0.151,0.150238,0.298,500000.0,0.3097,0.012561812126037864,74.07681940700807,7.0,24.654086280916445,1.0
s1014,0.0,0.966,0.16508,0.422,500000.0,0.4527,0.018364537112319352,42.34798877455566,4.0,24.65077106116214,4.0
goe735,0.040786,0.299,0.201018,0.299,500000.0,0.4841,0.01965609603270018,80.89820359281437,7.0,24.628491801965346,2.0
esa40,0.019808,0.12,0.107174,0.271,500000.0,0.4555,0.018519766442692286,65.56060606060606,12.0,24.595342571381927,4.0
goe321,0.049296,0.3,0.111614,0.3,500000.0,0.5786,0.02352683933464019,103.42396777442094,5.0,24.593188730969366,1.0
raf6prop_sm,0.04832,0.354,0.120006,0.354,500000.0,0.6178,0.025123118999928105,85.2642487046632,2.0,24.590895740364402,0.0
ah81k144,0.042118,0.467,0.144631,0.403,500000.0,0.5805,0.023609311179257096,126.9601677148847,7.0,24.58775673684294,2.0
e678,0.052083,0.507,0.150813,0.398,500000.0,0.7617,0.030986967402497352,115.61328790459964,6.0,24.581301877853715,0.0
wb140,0.036404,0.45,0.139258,0.3,500000.0,0.5668,0.023060699652888192,83.0,4.0,24.57861246759754,1.0
e473,-0.0,0.082,0.1619,0.212,500000.0,0.4014,0.01633373091168344,77.15817694369973,10.0,24.57491201308333,4.0
goe702,0.049212,0.393,0.167595,0.203,500000.0,0.5261,0.021414964170930806,87.4890829694323,7.0,24.566933467679622,1.0
fx63143,0.030418,0.309,0.143189,0.339,500000.0,0.6459,0.026292904236291614,70.4950495049505,6.0,24.56556317230548,3.0
hs1620,0.041304,0.44,0.200165,0.34,500000.0,0.6802,0.027696245222684972,70.52826691380909,2.0,24.559285727397924,1.0
ah83150q,0.041169,0.371,0.15003,0.402,500000.0,0.5901,0.024040145309440715,108.42150910667823,8.0,24.546440647688765,2.0
e550,0.022346,0.294,0.181979,0.34,500000.0,0.5422,0.022089059731837078,99.22546012269939,9.0,24.546087818239013,2.0
goe418,0.047704,0.399,0.127091,0.201,500000.0,0.6174,0.025154616582449787,90.03728560775541,7.0,24.544202372408886,1.0
naca23021,0.00997,0.148,0.21007,0.298,500000.0,0.4302,0.01753061882214141,55.676767676767675,7.0,24.53992094429956,3.0
e339,0.041409,0.252,0.135577,0.301,500000.0,0.5173,0.021091117593266255,98.29462989840349,9.0,24.52691270211105,1.0
goe503,0.067348,0.396,0.156227,0.296,500000.0,0.5983,0.02440507373810833,94.63700234192036,6.0,24.51539407011745,0.0
goe575,0.034115,0.398,0.133505,0.301,500000.0,0.3657,0.014918193754178785,73.23308270676691,6.0,24.51369153839838,1.0
naca663218,0.010159,0.55,0.179965,0.451,500000.0,0.7135,0.02912422506537507,70.92445328031809,5.0,24.498505913836624,5.0
ah93156,0.038192,0.414,0.156656,0.4,500000.0,0.584,0.023841940769682223,102.39562624254474,7.0,24.49465023177238,2.0
e654,0.04828,0.462,0.17217,0.372,500000.0,0.6423,0.026229237358247486,121.02941176470587,7.0,24.487940355537482,0.0
goe512,0.05277,0.301,0.139267,0.201,500000.0,0.4477,0.018285945217307656,82.56035113386979,6.0,24.483284548848573,0.0
goe510,0.058593,0.397,0.137442,0.2,500000.0,0.5592,0.022840232749122735,83.46616541353384,6.0,24.483113028761856,1.0
goe406,0.053333,0.399,0.116924,0.3,500000.0,0.5998,0.024502373810103055,91.30921619293713,4.0,24.479260852378502,1.0
e561,0.050988,0.494,0.16901,0.279,500000.0,0.6722,0.02748108542026148,104.44111027756941,7.0,24.460460339182777,0.0
ah93k132,0.035035,0.412,0.132281,0.412,500000.0,0.7166,0.02930024464202418,114.01548672566372,6.0,24.45713367772394,3.0
goe322,0.058453,0.3,0.13072,0.3,500000.0,0.8013,0.03276481760759953,104.5286506469501,5.0,24.456110502325675,2.0
naca654221,0.00996,0.55,0.209992,0.401,500000.0,0.5183,0.021209898971870013,85.2367941712204,7.0,24.43670291345584,3.0
goe298,0.044623,0.401,0.128338,0.201,500000.0,0.5812,0.023789763698827193,91.28413284132843,7.0,24.430675619894977,1.0
