gen2_rank1
1.000000 -0.000000
0.999752 0.000061
0.999008 0.000246
0.997769 0.000553
0.996037 0.000983
0.993812 0.001535
0.991098 0.002210
0.987896 0.003006
0.984210 0.003924
0.980044 0.004963
0.975401 0.006122
0.970286 0.007399
0.964705 0.008794
0.958661 0.010305
0.952162 0.011931
0.945212 0.013668
0.937820 0.015514
0.929991 0.017466
0.921734 0.019521
0.913055 0.021675
0.903963 0.023922
0.894466 0.026259
0.884572 0.028679
0.874292 0.031177
0.863634 0.033746
0.852608 0.036378
0.841224 0.039066
0.829493 0.041803
0.817425 0.044578
0.805031 0.047384
0.792322 0.050211
0.779311 0.053048
0.766009 0.055886
0.752429 0.058715
0.738583 0.061523
0.724484 0.064299
0.710145 0.067034
0.695581 0.069716
0.680805 0.072335
0.665832 0.074879
0.650676 0.077338
0.635352 0.079702
0.619876 0.081961
0.604263 0.084107
0.588528 0.086129
0.572689 0.088019
0.556760 0.089770
0.540760 0.091375
0.524705 0.092826
0.508611 0.094119
0.492496 0.095248
0.476377 0.096209
0.460272 0.096999
0.444198 0.097615
0.428173 0.098056
0.412214 0.098320
0.396338 0.098408
0.380564 0.098320
0.364908 0.098058
0.349387 0.097623
0.334020 0.097019
0.318822 0.096249
0.303811 0.095317
0.289003 0.094229
0.274414 0.092988
0.260060 0.091601
0.245957 0.090073
0.232121 0.088411
0.218566 0.086622
0.205306 0.084711
0.192357 0.082686
0.179732 0.080554
0.167444 0.078322
0.155507 0.075995
0.143933 0.073582
0.132735 0.071089
0.121924 0.068522
0.111512 0.065887
0.101509 0.063191
0.091927 0.060440
0.082774 0.057638
0.074060 0.054791
0.065795 0.051905
0.057987 0.048983
0.050644 0.046029
0.043772 0.043049
0.037380 0.040045
0.031474 0.037020
0.026059 0.033978
0.021141 0.030922
0.016723 0.027854
0.012812 0.024776
0.009409 0.021690
0.006518 0.018599
0.004140 0.015503
0.002279 0.012404
0.000934 0.009303
0.000106 0.006202
-0.000205 0.003100
0.000000 0.000000
0.000708 -0.003025
0.001907 -0.005902
0.003594 -0.008630
0.005766 -0.011210
0.008421 -0.013644
0.011554 -0.015933
0.015161 -0.018081
0.019240 -0.020090
0.023784 -0.021963
0.028788 -0.023704
0.034248 -0.025316
0.040158 -0.026806
0.046511 -0.028176
0.053301 -0.029431
0.060521 -0.030577
0.068164 -0.031618
0.076221 -0.032560
0.084686 -0.033406
0.093550 -0.034162
0.102803 -0.034833
0.112438 -0.035423
0.122443 -0.035936
0.132811 -0.036377
0.143531 -0.036749
0.154592 -0.037056
0.165983 -0.037301
0.177695 -0.037488
0.189715 -0.037618
0.202033 -0.037694
0.214637 -0.037718
0.227514 -0.037692
0.240654 -0.037617
0.254043 -0.037495
0.267669 -0.037326
0.281520 -0.037110
0.295582 -0.036850
0.309844 -0.036544
0.324292 -0.036193
0.338912 -0.035799
0.353692 -0.035360
0.368619 -0.034877
0.383677 -0.034350
0.398855 -0.033780
0.414138 -0.033168
0.429512 -0.032514
0.444963 -0.031819
0.460478 -0.031084
0.476041 -0.030311
0.491638 -0.029501
0.507255 -0.028657
0.522877 -0.027779
0.538490 -0.026872
0.554078 -0.025937
0.569626 -0.024978
0.585120 -0.023997
0.600544 -0.022998
0.615883 -0.021984
0.631122 -0.020961
0.646244 -0.019930
0.661236 -0.018897
0.676081 -0.017864
0.690764 -0.016838
0.705270 -0.015820
0.719583 -0.014816
0.733689 -0.013828
0.747571 -0.012862
0.761216 -0.011919
0.774609 -0.011005
0.787735 -0.010121
0.800579 -0.009270
0.813128 -0.008454
0.825368 -0.007677
0.837285 -0.006939
0.848867 -0.006242
0.860100 -0.005587
0.870972 -0.004974
0.881472 -0.004405
0.891587 -0.003878
0.901308 -0.003393
0.910622 -0.002949
0.919520 -0.002546
0.927992 -0.002181
0.936029 -0.001854
0.943623 -0.001563
0.950765 -0.001305
0.957447 -0.001078
0.963663 -0.000880
0.969406 -0.000709
0.974670 -0.000562
0.979449 -0.000438
0.983739 -0.000333
0.987534 -0.000246
0.990831 -0.000175
0.993627 -0.000118
0.995918 -0.000074
0.997702 -0.000041
0.998978 -0.000018
0.999745 -0.000004
1.000000 -0.000000
