gen1_rank2
1.000000 0.000000
0.999750 0.000056
0.999001 0.000225
0.997753 0.000507
0.996009 0.000902
0.993769 0.001410
0.991036 0.002030
0.987813 0.002764
0.984105 0.003610
0.979914 0.004569
0.975245 0.005641
0.970104 0.006826
0.964496 0.008124
0.958426 0.009533
0.951900 0.011054
0.944926 0.012686
0.937511 0.014428
0.929661 0.016279
0.921385 0.018237
0.912691 0.020302
0.903586 0.022471
0.894079 0.024742
0.884180 0.027112
0.873897 0.029579
0.863240 0.032138
0.852218 0.034787
0.840841 0.037520
0.829119 0.040334
0.817063 0.043222
0.804683 0.046180
0.791989 0.049199
0.778994 0.052275
0.765707 0.055399
0.752141 0.058563
0.738308 0.061760
0.724219 0.064979
0.709887 0.068212
0.695325 0.071448
0.680546 0.074677
0.665563 0.077888
0.650390 0.081070
0.635042 0.084211
0.619532 0.087300
0.603876 0.090324
0.588089 0.093271
0.572187 0.096129
0.556186 0.098885
0.540102 0.101528
0.523951 0.104044
0.507752 0.106422
0.491522 0.108650
0.475278 0.110716
0.459038 0.112610
0.442821 0.114321
0.426645 0.115839
0.410529 0.117155
0.394491 0.118260
0.378551 0.119147
0.362728 0.119808
0.347039 0.120239
0.331505 0.120433
0.316144 0.120388
0.300974 0.120100
0.286013 0.119568
0.271281 0.118791
0.256794 0.117770
0.242570 0.116506
0.228625 0.115002
0.214977 0.113264
0.201641 0.111295
0.188633 0.109102
0.175967 0.106693
0.163658 0.104076
0.151719 0.101260
0.140164 0.098256
0.129004 0.095075
0.118251 0.091729
0.107917 0.088230
0.098010 0.084591
0.088542 0.080827
0.079519 0.076952
0.070952 0.072979
0.062846 0.068923
0.055209 0.064798
0.048047 0.060620
0.041366 0.056403
0.035169 0.052160
0.029462 0.047905
0.024248 0.043652
0.019530 0.039414
0.015311 0.035201
0.011593 0.031026
0.008377 0.026899
0.005666 0.022829
0.003460 0.018825
0.001758 0.014893
0.000562 0.011040
-0.000129 0.007272
-0.000316 0.003591
0.000000 0.000000
0.000819 -0.003510
0.002142 -0.006950
0.003966 -0.010317
0.006287 -0.013610
0.009101 -0.016826
0.012405 -0.019961
0.016193 -0.023010
0.020459 -0.025970
0.025196 -0.028834
0.030399 -0.031598
0.036060 -0.034256
0.042170 -0.036801
0.048723 -0.039226
0.055708 -0.041526
0.063117 -0.043694
0.070941 -0.045723
0.079170 -0.047607
0.087795 -0.049340
0.096804 -0.050915
0.106188 -0.052327
0.115937 -0.053570
0.126039 -0.054642
0.136484 -0.055536
0.147262 -0.056251
0.158361 -0.056783
0.169772 -0.057130
0.181482 -0.057292
0.193481 -0.057268
0.205758 -0.057060
0.218302 -0.056669
0.231103 -0.056097
0.244149 -0.055348
0.257430 -0.054427
0.270935 -0.053340
0.284653 -0.052092
0.298572 -0.050692
0.312681 -0.049146
0.326970 -0.047465
0.341427 -0.045658
0.356040 -0.043736
0.370798 -0.041709
0.385690 -0.039589
0.400702 -0.037389
0.415823 -0.035120
0.431040 -0.032796
0.446341 -0.030430
0.461712 -0.028035
0.477140 -0.025623
0.492612 -0.023209
0.508114 -0.020805
0.523630 -0.018424
0.539148 -0.016077
0.554652 -0.013778
0.570128 -0.011536
0.585559 -0.009364
0.600930 -0.007271
0.616227 -0.005267
0.631432 -0.003359
0.646530 -0.001557
0.661505 0.000135
0.676341 0.001708
0.691020 0.003160
0.705528 0.004486
0.719848 0.005683
0.733964 0.006749
0.747859 0.007684
0.761518 0.008487
0.774926 0.009160
0.788068 0.009705
0.800927 0.010126
0.813490 0.010425
0.825741 0.010608
0.837668 0.010680
0.849257 0.010648
0.860494 0.010517
0.871367 0.010297
0.881864 0.009995
0.891974 0.009618
0.901684 0.009177
0.910986 0.008679
0.919868 0.008135
0.928322 0.007553
0.936338 0.006943
0.943909 0.006315
0.951026 0.005676
0.957683 0.005037
0.963872 0.004407
0.969588 0.003792
0.974826 0.003202
0.979579 0.002644
0.983844 0.002126
0.987616 0.001652
0.990893 0.001229
0.993670 0.000863
0.995946 0.000557
0.997719 0.000316
0.998986 0.000141
0.999746 0.000035
1.000000 -0.000000
